99b2c30081f14af1,voicefutz\mw2in
309299a8a9691c9a,voicefutz\mw2loop
e2a65377df1d46e6,voicefutz\mw2out
aa545bfed11b0724,voicefutz\squelch_stealth_click_in
9b43a5dde1f429db,voicefutz\static_stealth_loop
77e7e069ecaa7899,voicefutz\squelch_stealth_click_out
a51d7c154f3d9bb,user_interface\chyron\ui_chyron_box_end
fb1a76cddf04c904,user_interface\chyron\ui_chyron_box_lp
a6c81d1f615eb762,user_interface\chyron\ui_chyron_box_start
b32f816c5e413e5a,user_interface\chyron\ui_chyron_text_fade
72b97eaca50a0c10,user_interface\chyron\ui_chyron_text_type
b904213435476e7e,user_interface\chyron\ui_chyron_text_type
97ca080d7704bf71,user_interface\main_iw8\iw8_leavelobby_alert_v1
bb5c567a4f3edbab,user_interface\main_iw8\iw8_general_updownmovement1_v1
b0bcc2d610e9dc50,user_interface\main_iw8\iw8_general_updownmovement2_v1
d963951fef1ad525,user_interface\main_iw8\iw8_general_updownmovement3_v1
19a4a83241ad17da,user_interface\main_iw8\iw8_general_updownmovement4_v1
3a64235514aff98f,user_interface\main_iw8\iw8_general_updownmovement5_v1
4ca8b745245d0bb4,user_interface\main_iw8\iw8_general_updownmovement6_v1
e6dab413c66b485a,user_interface\main_iw8\iw8_mpmenu_tabsmove1_v1
3825940d5e8064a9,user_interface\main_iw8\iw8_mpmenu_tabsmove2_v1
19dec326a91b3c34,user_interface\main_iw8\iw8_mpmenu_tabsmove3_v1
8892625bd3fd0c2b,user_interface\main_iw8\iw8_mpmenu_tabsmove4_v1
1bf7ef6f57d071f6,user_interface\main_iw8\iw8_mpmenu_tabsmove5_v1
a699a10173d905a5,user_interface\main_iw8\iw8_mpmenu_tabsmove6_v1
f6c3b07bf5d409da,impacts\alert\mp_hit_indication_3c
8f20673de1645497,impacts\alert\mp_hit_indication_3d
a265253daf91ffd2,user_interface\main_iw7\ui_iw7_team_select_text
9b12ed009d2de9e0,explosions\frag\frag_expl_lfe_01
b7a3b487f5a08c02,explosions\frag\frag_expl_lfe_03
c097e1616a0188a7,user_interface\main_iw8\iw8_mainmenu_adjust_screen_deny_v1
67e8782adc612494,user_interface\main_iw8\iw8_general_updownmovement6_v1_subtle
d332c5f5e01b3549,user_interface\main_iw8\iw8_mainmenu_adjust_screen_b_v1
d3132ae3c2dead7a,user_interface\main_iw8\iw8_general_select_alt_v1
6b767dd4a7640dae,user_interface\main_iw8\iw8_mainmenu_backoutsound_v1
2856a038626290be,user_interface\main_iw8\iw8_general_select_v1
4d20a3b8ce70e4d8,user_interface\main_iw8\iw8_mainmenu_deny_v1
c4c8fea3b6fa8e7c,user_interface\prestige\ui_chicken_rico_death
1157cdbb28e19b19,user_interface\loot\ui_iw7_loot_epic_slam
5b2a998f103e98a4,user_interface\loot\ui_iw7_loot_epic_slam_lsrs
5fdb2ac1ae05a465,user_interface\loot\ui_iw7_loot_common_slam
2ca3e7d3d6d6d428,user_interface\loot\ui_iw7_loot_common_slam_lsrs
7f99fa34ab7b7202,user_interface\main_iw8\iw8_quickplayscreen_updown2_v1
1dc063295a615f27,user_interface\main_iw8\iw8_mainmenu_adjust_a_v1
640731e1d7de7623,user_interface\main_iw8\iw8_wheel_popup
2011269a1462e3df,user_interface\bp\iw8_ui_bp_completed_c
d5511caa629b5563,user_interface\bp\iw8_ui_bp_completed_lfe
d1cc28609909271e,user_interface\bp\iw8_ui_bp_completed_lsrs
a88485c39fcbd763,user_interface\bp\iw8_ui_bp_upgrade_tier_purchase_c
36f2376845d24b4f,user_interface\bp\iw8_ui_bp_upgrade_tier_purchase_lfe
27791e21f94e9bd2,user_interface\bp\iw8_ui_bp_upgrade_tier_purchase_lsrs
47911fefe22a83c1,user_interface\bp\iw8_ui_bp_cardhit_rarity_common
c3135acaebe22795,user_interface\bp\iw8_ui_bp_cardhit_rarity_epic
e707fc84999a0d97,user_interface\bp\iw8_ui_bp_cardhit_rarity_legendary
a17d1ea519c88edc,user_interface\bp\iw8_ui_bp_cardhit_rarity_rare
bb92a5b01f7fd20a,user_interface\bp\iw8_ui_bp_cardhit_rarity_uncommon
2011299b840348f4,user_interface\bp\iw8_ui_bp_cards_down_v1_01
eb1855e4b98fed59,user_interface\bp\iw8_ui_bp_cards_down_v1_02
e52c6e93c29288e6,user_interface\bp\iw8_ui_bp_cards_down_v1_03
